drop-out;batch_size;learning_rate;n_units;RNN;activation;epochs;MSE;R^2;RMSE;CCC,,,,,,,,,,
0.1,16.0,0.001,64.0,LSTM,linear,100.0,0.0702156717643926,0.42569124698638916,0.20139358937740326,0.6696164011955261
0.1,16,0.001,64,GRU,linear,100,0.09230549084512811,0.23386624,0.23264617,0.54957926
0.1,16,0.001,64,LSTM,softmax,100,0.12858521872968004,-0.06445636,0.28873426,-1.1325319e-07
0.1,16,0.001,64,GRU,softmax,100,0.1285265422703927,-0.06362796,0.28869012,-2.1141375e-08
0.1,16,0.001,64,LSTM,relu,100,0.06926088897805464,0.3983992,0.20269042,0.6627556
0.1,16,0.001,64,GRU,relu,100,0.08468074070518478,0.27385575,0.23051982,0.57214653
0.1,16,0.001,128,LSTM,linear,100,0.08283537116489913,0.36098844,0.21509619,0.6507539
0.1,16,0.001,128,GRU,linear,100,0.061906359338185245,0.48029047,0.19850191,0.71040887
0.1,16,0.001,128,LSTM,softmax,100,0.12858700177125765,-0.06448187,0.28873563,-7.3866806e-09
0.1,16,0.001,128,GRU,softmax,100,0.1284392491767281,-0.062387347,0.28862292,3.2979239e-07
0.1,16,0.001,128,LSTM,relu,100,0.06534447053676112,0.46520403,0.19824937,0.67723775
0.1,16,0.001,128,GRU,relu,100,0.071818011241001,0.3049751,0.2098362,0.6749079
0.1,16,0.001,256,LSTM,linear,100,0.07464690375746343,0.3444038,0.2078442,0.6845819
0.1,16,0.001,256,GRU,linear,100,0.06692472361681755,0.48307866,0.20297468,0.67655575
0.1,16,0.001,256,LSTM,softmax,100,0.12858173852426963,-0.064407766,0.2887317,0.0
0.1,16,0.001,256,GRU,softmax,100,0.12846860191539713,-0.06280561,0.28864568,6.0986065e-09
0.1,16,0.001,256,LSTM,relu,100,0.06737536794849132,0.5007607,0.20229153,0.68339086
0.1,16,0.001,256,GRU,relu,100,0.05297888220663656,0.47402227,0.18056689,0.7573923
0.1,16,0.0001,64,LSTM,linear,100,0.10369918253599551,0.21754216,0.25579855,0.42581722
0.1,16,0.0001,64,GRU,linear,100,0.10197690861266956,0.21297777,0.25312206,0.42965704
0.1,16,0.0001,64,LSTM,softmax,100,0.12924000019567056,-0.073463276,0.2891832,-3.8558916e-09
0.1,16,0.0001,64,GRU,softmax,100,0.12924130718436158,-0.07347885,0.28918403,-5.9388867e-08
0.1,16,0.0001,64,LSTM,relu,100,0.08878803485187522,0.3101253,0.23435813,0.5276699
0.1,16,0.0001,64,GRU,relu,100,0.09907577941684347,0.2583061,0.25021845,0.45129296
0.1,16,0.0001,128,LSTM,linear,100,0.10204434755928161,0.22551413,0.2572855,0.39905646
0.1,16,0.0001,128,GRU,linear,100,0.09928565364527075,0.23558311,0.25029755,0.44115806
0.1,16,0.0001,128,LSTM,softmax,100,0.12924436577840856,-0.07352199,0.2891859,-1.2372766e-08
0.1,16,0.0001,128,GRU,softmax,100,0.12919983712204716,-0.072921425,0.2891576,1.5925345e-08
0.1,16,0.0001,128,LSTM,relu,100,0.08808859940945056,0.31596035,0.2361006,0.49836642
